,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,x_kpca_poly,y_kpca_poly,x_kpca_rbf,y_kpca_rbf,x_kpca_cos,y_kpca_cos,cluster_kpca_cos
78,HoReCa,Other,10766,1175,2067,2096,301,167,-0.29609255707576765,-0.4318823893629509,-0.132093004470392,-0.022336322555913456,-0.7004238678739123,-0.21788075684439487,2
79,HoReCa,Other,1640,3259,3655,868,1202,1653,-0.3186950327765693,-0.43836267331747497,-0.07452718244361263,-0.10450261318700728,-0.2098209709759299,-0.6871863036900919,2
80,HoReCa,Other,7005,829,3009,430,610,529,-0.29001612786987263,-0.4351910820465147,-0.11662053315478185,-0.07175157599281086,-0.5043193191568102,-0.4801727327940401,2
81,Retail,Other,219,9540,14403,283,7818,156,-0.28152735984340704,0.13783764629108894,0.1615605564430131,-0.17294607468381346,0.9656659322700974,-0.3749778514272842,3
82,Retail,Other,10362,9232,11009,737,3537,2342,-0.25130889471048035,-0.2097679860273778,0.06393882713861329,-0.055928607027300715,0.9380307119266682,0.022311778152917856,1
83,HoReCa,Other,20874,1563,1783,2320,550,772,-0.3126293737754693,-0.44262840839446255,-0.1296363758888575,0.06779491872599255,-0.6908481647038806,0.4260821525637059,4
84,Retail,Other,11867,3327,4814,1178,3837,120,-0.2948298740218673,-0.4167915675396636,-0.04620876272163908,-0.049917509079121264,-0.1594503614157027,-0.27285492153587604,2
85,Retail,Other,16117,46197,92780,1026,40827,2944,2.224008779650001,28.785531906632247,0.8180240033507438,0.30647284947361303,1.1496273046754093,0.3385310835504957,1
86,Retail,Other,22925,73498,32114,987,20070,903,1.7469782125138842,12.50799784031742,0.7509441869841783,0.2604598205086355,0.9724824531993249,0.3833676285205048,1
87,HoReCa,Other,43265,5025,8117,6312,1579,14351,3.498056663800366,-0.7251615515777007,0.11458258557442436,0.423589072605329,0.17714702976729968,0.8374567839151441,0
88,HoReCa,Other,7864,542,4042,9735,165,46,-0.2859553031424689,-0.4462815564849723,-0.12020120609714292,0.05453745250298851,-0.4201080075104551,0.14159061626856814,4
89,HoReCa,Other,24904,3836,5330,3443,454,3178,-0.16725509384360554,-0.4565047172608727,-0.07382767706403066,0.13261436601490825,-0.3295105011262154,0.9016782884608264,0
90,HoReCa,Other,11405,596,1638,3347,69,360,-0.3067949534681044,-0.4206924043804768,-0.14276058151924798,0.0022678706211683303,-0.7648710686059705,-0.08585343388841257,4
91,HoReCa,Other,12754,2762,2530,8693,627,1117,-0.2502979037294978,-0.4591770630195567,-0.10848745763232087,0.08566615049252045,-0.4874605703811686,0.3928984954587653,4
92,Retail,Other,9198,27472,32034,3232,18906,5130,0.8634578525307035,4.66244444814709,0.6611276984523662,0.017278270561458097,1.1548350904369962,0.34036820400825124,1
93,HoReCa,Other,11314,3090,2062,35009,71,2698,1.5791557708709618,-0.8187785316487489,0.048918814797571285,0.4527198420228438,-0.04139922301103582,0.5324876653575952,0
94,Retail,Other,5626,12220,11323,206,5038,244,-0.2940374374986761,-0.050197792660125126,0.11003138616823216,-0.12037336625682615,0.9028491020028352,-0.2678894435767465,1
95,HoReCa,Other,3,2920,6252,440,223,709,-0.3021163782667857,-0.4404965637621838,-0.07456058911463602,-0.12707737976041186,-0.15294248141700856,-0.7259523252920133,2
96,Retail,Other,23,2616,8118,145,3874,217,-0.2735495046940801,-0.3896600777626459,-0.012491586090491898,-0.15531567061078305,0.23756369873419245,-0.7668978256775626,3
97,HoReCa,Other,403,254,610,774,54,63,-0.2519878509130888,-0.3948653881483145,-0.13829701299345848,-0.1104120537563702,-0.4384791894903249,-0.6101071903197052,2
98,HoReCa,Other,503,112,778,895,56,132,-0.2574895069178785,-0.3947013509060908,-0.13824239126721025,-0.10816988168729726,-0.4447429754030149,-0.6054946701786984,2
99,HoReCa,Other,9658,2182,1909,5639,215,323,-0.3093921643770759,-0.43591647373601866,-0.12706067003627802,0.015312955753748478,-0.6720002351437812,-0.012278377094864549,4
100,Retail,Other,11594,7779,12144,3252,8035,3029,-0.15525204225243225,0.039783622223331774,0.13561301297994827,-0.027910881906391863,1.0212350486524613,0.3420047572090171,1
101,Retail,Other,1420,10810,16267,1593,6766,1838,-0.2495100759257344,0.19769695266648526,0.17893699849887326,-0.13421367101848422,1.1107038954484227,-0.19909247065607935,1
102,Retail,Other,2932,6459,7677,2561,4573,1386,-0.3041267865155289,-0.3137028248037412,0.026598940478014626,-0.10178009365736228,0.6231288952200021,-0.6441470321122068,3
103,HoReCa,Other,56082,3504,8906,18028,1480,2498,0.6037632538579728,-0.5165371330378928,0.012306172504359331,0.5629111873688935,-0.0557964397201107,1.0789826233293736,0
104,HoReCa,Other,14100,2132,3445,1336,1491,548,-0.30807604226144464,-0.44822776989822455,-0.0990509568515084,-0.01167534016064317,-0.6290412356346767,-0.0566967193189363,4
105,HoReCa,Other,15587,1014,3970,910,139,1378,-0.31661680741968456,-0.4420664726869004,-0.1173292987668684,0.009737970643379288,-0.6500958512772906,0.09097042990690438,4
106,Retail,Other,1454,6337,10704,133,6830,1831,-0.3001406156777709,-0.13759443316238876,0.09432490986657324,-0.14853996310293502,0.8500377029836913,-0.4713498439595623,3
107,Retail,Other,8797,10646,14886,2471,8969,1438,-0.2419194151855807,0.3300737886109221,0.19347611965641712,-0.07785585694262888,1.132876611803059,0.1254825523478922,1
108,Retail,Other,1531,8397,6981,247,2505,1236,-0.3128019841431257,-0.3562457477712213,0.01015106105376913,-0.1288222774843304,0.4199245156610685,-0.6923183687253207,3
109,Retail,Other,1406,16729,28986,673,836,3,-0.2586277398753528,0.5112851234124995,0.2388980804410421,-0.1202909990034663,0.8466076744483275,-0.03293784358576626,1
110,HoReCa,Other,11818,1648,1694,2276,169,1647,-0.3138514484751829,-0.4308100230421885,-0.12583454683648448,0.0010971346247543039,-0.7471941380562044,-0.052369005114890274,4
111,Retail,Other,12579,11114,17569,805,6457,1519,-0.2450292260579436,0.2711142096657124,0.17791770315563882,-0.06035343415649615,1.1266111371117138,0.23324827708271656,1
112,HoReCa,Other,19046,2770,2469,8853,483,2708,-0.10043253720980908,-0.4774067279725044,-0.10224344327009256,0.1558731871175233,-0.4273205034288172,0.7242482326350225,0
113,HoReCa,Other,14438,2295,1733,3220,585,1561,-0.3061522164927111,-0.4416313040336438,-0.11833630075625927,0.030704952867373767,-0.7945223177263409,0.19983769694860629,4
114,HoReCa,Other,18044,1080,2000,2555,118,1266,-0.3132390394292676,-0.4345942552508654,-0.13420791324120646,0.052980439708828465,-0.7609371665114109,0.32180489391163564,4
115,HoReCa,Other,11134,793,2988,2715,276,610,-0.311051710106884,-0.4339963425969226,-0.12784630043698758,-0.009930842368889851,-0.7446736549222274,-0.1425020654685167,4
116,HoReCa,Other,11173,2521,3355,1517,310,222,-0.3007251073088737,-0.4449201900066275,-0.11272603607996627,-0.0291413788733592,-0.6432933308950812,-0.2430237116066707,2
117,HoReCa,Other,6990,3880,5380,1647,319,1160,-0.3179594298400834,-0.44246616724402577,-0.07959239907844533,-0.05789077865529614,-0.44558002428292737,-0.5152476244213482,2
118,HoReCa,Other,20049,1891,2362,5343,411,933,-0.2962000361980438,-0.44835384067053496,-0.12561457429378928,0.10060936116627754,-0.6971472467333839,0.5924811188205427,4
119,HoReCa,Other,8258,2344,2147,3896,266,635,-0.31450399488242137,-0.43532275720358893,-0.1207431784980198,-0.017238253189747286,-0.6973197868558393,-0.22874081434465546,2
120,HoReCa,Other,17160,1200,3412,2417,174,1136,-0.31454494439430314,-0.44246277635841386,-0.1234975599304203,0.039708103905709294,-0.7517771197964331,0.2784161754866314,4
121,HoReCa,Other,4020,3234,1498,2395,264,255,-0.3038644610758233,-0.4322788735648396,-0.11471444146720178,-0.07031580669382992,-0.5004713871574351,-0.5266646762265582,2
122,HoReCa,Other,12212,201,245,1991,25,860,-0.31037697026165884,-0.4036073586666771,-0.15169894291454786,-0.0006496500227159758,-0.7554520510958851,-0.0926780491976602,4
123,Retail,Other,11170,10769,8814,2194,1976,143,-0.3037405858246033,-0.29747350027995884,0.020191222185143038,-0.03932804916356738,0.4593130169470622,0.005875231508595381,3
124,HoReCa,Other,36050,1642,2961,4787,500,1621,-0.2450509574117809,-0.4598275859054005,-0.11288686743547816,0.23837935193873916,-0.3941619148470354,0.941158657355025,0
125,HoReCa,Other,76237,3473,7102,16538,778,918,0.3690449148335381,-0.4888037267801443,0.019697564439649973,0.6639229979098267,-0.09843482792804516,1.0934505656951086,0
126,HoReCa,Other,19219,1840,1658,8195,349,483,-0.2773979876918395,-0.4496345602889892,-0.13127249201779748,0.13084262733770502,-0.5803246006671853,0.5714711329502029,4
127,Retail,Other,21465,7243,10685,880,2386,2749,-0.2157314658892493,-0.2985726031432841,0.022763883843305792,0.04833601202587563,0.368246958378052,0.7896823044663959,0
128,HoReCa,Other,140,8847,3823,142,1062,3,-0.29624638458282115,-0.420037932736543,-0.03494871982887398,-0.13538859576366374,0.09424987307299901,-0.6576480425920517,3
129,HoReCa,Other,42312,926,1510,1718,410,1819,-0.2722126922399878,-0.451002349477764,-0.11865723845887845,0.25947537055444825,-0.3444181385930859,0.8609681703287703,0
130,HoReCa,Other,7149,2428,699,6316,395,911,-0.30175144381552144,-0.4309979200411599,-0.12534143847465484,0.010471766369882287,-0.5974332488235776,-0.059363164554184125,4
131,HoReCa,Other,2101,589,314,346,70,310,-0.2656162996410096,-0.3982485584335221,-0.1381070954451733,-0.10129462238308712,-0.4635785010345354,-0.5787137976395584,2
132,HoReCa,Other,14903,2032,2479,576,955,328,-0.29629585346279297,-0.447573839449188,-0.1139773118217808,-0.010695025783895248,-0.6021386610561441,-0.0499411920208792,4
133,HoReCa,Other,9434,1042,1235,436,256,396,-0.2865102326282952,-0.4239425231536601,-0.13433383596105095,-0.04841497312035449,-0.6026583826788329,-0.3390176928857711,2
134,HoReCa,Other,7388,1882,2174,720,47,537,-0.29824166263858376,-0.43050773579619744,-0.12288119261947784,-0.06148260161576124,-0.5606181849094806,-0.4407051920326437,2
135,HoReCa,Other,6300,1289,2591,1170,199,326,-0.2906723993337189,-0.4303165977637821,-0.12310755212087113,-0.06741610718873024,-0.5495345274104396,-0.48159721335343897,2
136,HoReCa,Other,4625,8579,7030,4575,2447,1542,-0.2658379378866,-0.3612905337259221,0.005236987090649686,-0.05066924733457393,0.3741944617519527,-0.2856755098802173,3
137,HoReCa,Other,3087,8080,8282,661,721,36,-0.30295988156947423,-0.3952403997124065,-0.017733129774911233,-0.11417037262792055,0.1925897487710515,-0.6077837322404094,3
138,HoReCa,Other,13537,4257,5034,155,249,3271,-0.2549400383818872,-0.44649420305911,-0.06758418163233869,-0.002305554452061565,-0.2504550973156526,0.12383531051663267,4
139,HoReCa,Other,5387,4979,3343,825,637,929,-0.31624865606864105,-0.4410971572824136,-0.07940936921811168,-0.08007305194862371,-0.32611471389424257,-0.5968350946932289,2
140,HoReCa,Other,17623,4280,7305,2279,960,2616,-0.24792935066052585,-0.43113721445861203,-0.05120966518366623,0.043054916081335146,-0.31234033212132256,0.6598433811338884,0
141,HoReCa,Other,30379,13252,5189,321,51,1450,-0.2416016082873248,-0.32925555286906016,-0.006194381505531277,0.13118308224914785,0.08226444234570134,0.7478100019184153,0
142,HoReCa,Other,37036,7152,8253,2995,20,3,-0.2829839679811623,-0.3990981914494742,-0.04688502285306082,0.204716112415654,-0.1170838405711987,0.9194240321215176,0
143,HoReCa,Other,10405,1596,1096,8425,399,318,-0.2914629428262012,-0.4356889903825409,-0.1323110477856736,0.06095620166183405,-0.5512430953970939,0.18826236614005226,4
144,HoReCa,Other,18827,3677,1988,118,516,201,-0.2971564089783687,-0.4496508768306954,-0.1119276406868713,0.018454449528959763,-0.5274023981279828,0.1708198170267594,4
145,Retail,Other,22039,8384,34792,42,12591,4430,0.10544869597410143,1.9824056052136008,0.4186334128681269,0.026281009506786333,1.006141229184227,0.4679103827562516,1
146,HoReCa,Other,7769,1936,2177,926,73,520,-0.30000683726710786,-0.4313614716304257,-0.12293811367834405,-0.05654179027372965,-0.5816546601821158,-0.4203172618249733,2
147,HoReCa,Other,9203,3373,2707,1286,1082,526,-0.3086546713952077,-0.4450792002278424,-0.0969299344243958,-0.048991821259659986,-0.5551952561024335,-0.4090612396755348,2
148,HoReCa,Other,5924,584,542,4052,283,434,-0.3075244492159589,-0.4066844635356235,-0.14235498912894307,-0.03020005609876173,-0.6515588861577448,-0.30337170976822675,2
149,HoReCa,Other,31812,1433,1651,800,113,1440,-0.3053168383062205,-0.44450991009088,-0.12854703853078053,0.1533480228529892,-0.456829132562394,0.6874226156417557,0
150,HoReCa,Other,16225,1825,1765,853,170,1067,-0.3148044766250921,-0.4361904451782208,-0.12791022328139134,0.015164033325083075,-0.6826989462934026,0.09682478078859458,4
151,HoReCa,Other,1289,3328,2022,531,255,1774,-0.3185770737130185,-0.43119074373428107,-0.0961354605952318,-0.10104356986494546,-0.2983612222081765,-0.6123160418221651,2
152,HoReCa,Other,18840,1371,3135,3001,352,184,-0.3063831854683733,-0.4460834095153241,-0.12775287025026275,0.053097993998471885,-0.7130002608573719,0.3351669128548732,4
153,HoReCa,Other,3463,9250,2368,779,302,1627,-0.30841874680006504,-0.42510476111854656,-0.04827265184407832,-0.08491991877145648,-0.02530364034542299,-0.4570485160820832,2
154,HoReCa,Other,622,55,137,75,7,8,-0.2338763833733486,-0.3881939724359661,-0.14231200280325185,-0.11510519961523015,-0.4326545182258481,-0.6052285187176739,2
155,Retail,Other,1989,10690,19460,233,11577,2153,-0.22363636722068467,0.8237775613212929,0.29106935622884744,-0.15140739217263138,1.116813210003491,-0.0654559765338909,1
156,Retail,Other,3830,5291,14855,317,6694,3182,-0.2422565015294505,-0.040318030854376345,0.1243126811253622,-0.11932370578726663,0.9241181923173326,-0.19372336360632192,1
157,HoReCa,Other,17773,1366,2474,3378,811,418,-0.3104508795399372,-0.4455045737278042,-0.12508091899402227,0.049222411043029296,-0.7434035398348677,0.31874657066891754,4
158,Retail,Other,2861,6570,9618,930,4004,1682,-0.3045740431099279,-0.2919018015475867,0.03799880041421446,-0.11905267457542705,0.7024510691760882,-0.6553976083360123,3
